2418, 747, 8, 325
1909, 1059, 534, 9
2390, 888, 48, 10
2305, 888, 6, 181
2305, 888, 35, 9
2326, 801, 56, 28
2390, 746, 36, 10
2250, 559, 74, 196
2324, 676, 17, 80
2296, 561, 36, 41
2277, 745, 8, 95
2164, 803, 121, 9
2163, 805, 8, 121
1994, 832, 172, 9
2087, 841, 55, 3
2158, 867, 6, 18
2163, 973, 8, 97
1908, 743, 9, 326
1906, 945, 209, 9
1903, 689, 297, 67
2022, 662, 8, 37
2022, 571, 8, 43
2022, 576, 238, 10

//Werte für das Haus (inklusive Möbel)

2425, 788, 26, 13
2442, 779, 26, 9
2457, 742, 25, 41
2429, 713, 64, 10
2447, 725, 20, 13
2395, 637, 46, 82
2432, 610, 31, 28
2401, 562, 45, 49
2430, 508, 46, 57
2460, 425, 34, 81
2446, 398, 51, 28
2454, 364, 47, 40
2453, 370, 33, 31
2451, 277, 35, 57
2465, 266, 41, 13
2486, 245, 28, 30
2512, 214, 34, 33

//Vorgarten des Starthauses (rechte Seite)

2392, 145, 151, 60
2461, 330, 32, 40

//Vorgarten des Starhauses (obere Seite)

2360, 185, 53, 48
2361, 236, 25, 126
2361, 362, 32, 29
2359, 391, 28, 75
2321, 461, 30, 35
2265, 466, 36, 25
2253, 491, 14, 16
2231, 425, 39, 56
2197, 401, 55, 35
2176, 315, 72, 81
2106, 305, 82, 44
2113, 348, 13, 20
2078, 325, 40, 31
2025, 347, 59, 124
2045, 466, 90, 101
2140, 529, 41, 45
2292, 457, 25, 26

//Vorgarten des Starhauses (links und untere Seite, da nicht so viele verbunden)

2082, 994, 15, 19

//Kollisions Objekt auf dem Teppich des Starthauses, weil funny und misteriös


////////////////////Schrage Kollisionslinien/////////////////////

1931, 238, 2, 1
1932, 236, 2, 1
1934, 235, 2, 1
1935, 233, 2, 1
1937, 232, 2, 1
1938, 230, 2, 1
1940, 229, 2, 1
1941, 227, 2, 1
1943, 226, 2, 1
1944, 224, 2, 1

//1

1762, 104, 2, 1
1764, 102, 2, 1
1765, 101, 2, 1
1767, 99, 2, 1
1768, 97, 2, 1
1769, 96, 2, 1
1771, 94, 2, 1
1772, 92, 2, 1

//2

1778, 88, 1, 1
1778, 87, 1, 1
1779, 86, 1, 1
1780, 85, 1, 1
1781, 84, 1, 1
1782, 83, 1, 1
1783, 82, 1, 1
1784, 81, 1, 1
1785, 80, 1, 1
1786, 79, 1, 1

//3

1666, 173, 2, 5
1664, 175, 2, 5
1662, 177, 2, 5
1660, 179, 2, 5
1658, 181, 2, 5
1656, 183, 2, 5
1654, 185, 2, 5
1652, 187, 2, 5
1650, 189, 2, 5
1648, 191, 2, 5

//4

1666, 170, 3, 5
1668, 167, 3, 5
1671, 165, 3, 5
1673, 163, 3, 5
1676, 161, 3, 5
1678, 159, 3, 5
1681, 156, 3, 5
1683, 154, 3, 5
1686, 152, 3, 5
1688, 150, 3, 5

//5

1701, 183, 1, 1
1704, 179, 1, 1
1707, 176, 1, 1
1711, 172, 1, 1
1714, 169, 1, 1
1718, 165, 1, 1
1721, 162, 1, 1
1724, 158, 1, 1
1728, 155, 1, 1
1731, 151, 1, 1

//6

1439, 536, 1, 1
1441, 533, 1, 1
1443, 531, 1, 1
1445, 528, 1, 1
1447, 526, 1, 1
1450, 524, 1, 1
1452, 521, 1, 1
1454, 519, 1, 1
1456, 516, 1, 1
1458, 514, 1, 1

//7

928, 1145, 4, 1
931, 1148, 4, 1
934, 1151, 4, 1
937, 1154, 4, 1
940, 1158, 4, 1
943, 1161, 4, 1
946, 1164, 4, 1
949, 1168, 4, 1
952, 1171, 4, 1
955, 1174, 4, 1
////////////////////Schrage Kollisionslinien////////////////

1950, 458, 90, 119
1951, 573, 39, 30
1936, 543, 26, 25
1941, 426, 63, 46
1945, 365, 43, 62
1931, 333, 45, 32
1939, 293, 34, 41
1948, 253, 40, 39
1973, 228, 23, 26
1930, 191, 59, 34
1966, 178, 27, 11
1945, 119, 72, 50
1932, 83, 39, 31
1851, 33, 114, 56
1811, 59, 62, 28
1794, 46, 31, 14
1770, 48, 24, 29
1930, 206, 9, 30
1846, 265, 27, 109
1810, 330, 31, 51
1689, 350, 122, 20
1669, 357, 23, 21
1651, 390, 24, 57
1672, 445, 22, 9
1700, 435, 27, 16
1728, 440, 91, 14
1830, 449, 42, 12
1659, 361, 18, 32


//Haupteingang, ersten Wälderteile vor den Brücken (eher + inkludiert
